SN,Altitude,Temperature,Humidity,CO2,CO,Air,,AltTest,Tfixed,Hfixed,,Afixed,TempTest,Hfixed2,,Afixed2,Tfixed2,Humtest
325,30,17.8,92,51,3.81,61,,27,25,75,,,,,,,,
326,30,17.8,92,51,3.77,61,,28,25,75,,,,,,,,
327,30,17.8,92,50,3.77,61,,29,25,75,,,,,,,,
328,30,17.8,92,50,3.77,61,,30,25,75,,,,,,,,
329,30,17.8,92,50,3.77,61,,31,25,75,,,,,,,,
330,30,17.8,92,51,3.77,61,,32,25,75,,,,,,,,
331,30,17.9,92,50,3.77,61,,33,25,75,,,,,,,,
332,30,17.8,92,50,3.77,60,,34,25,75,,,,,,,,
333,30,17.8,92,50,3.77,60,,35,25,75,,,,,,,,
334,30,17.8,92,50,3.77,60,,36,25,75,,,,,,,,
335,30,17.8,92,50,3.77,60,,37,25,75,,,,,,,,
336,30,17.8,92,50,3.77,60,,38,25,75,,,,,,,,
337,30,17.8,92,50,3.77,60,,39,25,75,,,,,,,,
338,30,17.8,92,50,3.77,60,,40,25,75,,,,,,,,
339,40,17.8,92,50,3.77,60,,41,25,75,,,,,,,,
340,40,17.8,92,50,3.77,59,,42,25,75,,,,,,,,
341,40,17.8,92,50,3.77,60,,43,25,75,,,,,,,,
342,40,17.8,92,50,3.77,60,,44,25,75,,,,,,,,
343,40,17.8,92,50,3.77,60,,45,25,75,,,,,,,,
344,40,17.8,92,50,3.77,59,,46,25,75,,,,,,,,
345,40,17.8,92,50,3.77,59,,47,25,75,,,,,,,,
346,40,17.8,92,49,3.77,59,,48,25,75,,,,,,,,
347,40,17.8,92,50,3.77,59,,49,25,75,,,,,,,,
348,40,17.8,92,49,3.77,59,,50,25,75,,,,,,,,
349,40,17.8,92,49,3.81,59,,51,25,75,,,,,,,,
350,40,17.8,92,49,3.81,59,,52,25,75,,,,,,,,
351,40,17.8,92,49,3.81,59,,53,25,75,,,,,,,,
352,40,17.8,92,49,3.84,59,,54,25,75,,,,,,,,
353,40,17.8,92,49,3.84,59,,55,25,75,,,,,,,,
354,40,17.7,92,49,3.84,58,,56,25,75,,,,,,,,
355,40,17.7,92,49,3.84,58,,57,25,75,,,,,,,,
356,40,17.7,92,49,3.84,58,,58,25,75,,,,,,,,
357,40,17.7,92,49,3.84,58,,59,25,75,,,,,,,,
358,40,17.6,92,49,3.84,58,,60,25,75,,,,,,,,
359,50,17.6,92,48,3.84,58,,61,25,75,,,,,,,,
360,50,17.6,92,49,3.81,58,,62,25,75,,,,,,,,
361,50,17.6,92,48,3.81,58,,63,25,75,,,,,,,,
362,50,17.5,92,48,3.84,58,,64,25,75,,,,,,,,
363,50,17.5,92,49,3.81,58,,65,25,75,,,,,,,,
364,50,17.5,92,48,3.81,58,,66,25,75,,,,,,,,
365,50,17.5,92,48,3.84,58,,67,25,75,,,,,,,,
366,50,17.5,92,48,3.84,58,,68,25,75,,,,,,,,
367,50,17.5,92,48,3.81,58,,69,25,75,,,,,,,,
368,50,17.5,92,48,3.81,59,,70,25,75,,,,,,,,
369,50,17.5,92,48,3.81,59,,71,25,75,,,,,,,,
370,50,17.5,92,48,3.81,59,,72,25,75,,,,,,,,
371,50,17.4,92,48,3.81,58,,73,25,75,,,,,,,,
372,50,17.4,92,48,3.81,58,,74,25,75,,,,,,,,
373,50,17.4,92,48,3.81,58,,75,25,75,,,,,,,,
374,50,17.4,92,48,3.84,58,,76,25,75,,,,,,,,
375,50,17.4,92,47,3.84,57,,77,25,75,,,,,,,,
376,50,17.4,92,48,3.84,57,,78,25,75,,,,,,,,
377,50,17.4,92,48,3.84,57,,79,25,75,,,,,,,,
378,50,17.4,92,47,3.84,57,,80,25,75,,,,,,,,
379,60,17.4,92,47,3.84,57,,81,25,75,,,,,,,,
380,60,17.4,92,47,3.84,57,,82,25,75,,,,,,,,
381,60,17.4,92,48,3.84,57,,83,25,75,,,,,,,,
382,60,17.4,92,48,3.84,56,,84,25,75,,,,,,,,
383,60,17.4,92,47,3.84,56,,85,25,75,,,,,,,,
384,60,17.4,92,48,3.81,56,,86,25,75,,,,,,,,
385,60,17.4,92,48,3.84,56,,87,25,75,,,,,,,,
386,60,17.4,92,47,3.81,56,,88,25,75,,,,,,,,
387,60,17.4,92,48,3.81,56,,89,25,75,,,,,,,,
388,60,17.4,92,47,3.81,55,,90,25,75,,,,,,,,
389,60,17.4,92,47,3.81,55,,91,25,75,,,,,,,,
390,60,17.4,92,47,3.81,55,,92,25,75,,,,,,,,
391,60,17.4,92,47,3.81,55,,93,25,75,,,,,,,,
392,60,17.4,92,47,3.81,55,,94,25,75,,,,,,,,
393,60,17.4,92,47,3.81,55,,95,25,75,,,,,,,,
394,60,17.4,92,47,3.81,55,,96,25,75,,,,,,,,
395,60,17.4,92,47,3.81,55,,97,25,75,,,,,,,,
396,60,17.4,92,47,3.81,54,,98,25,75,,,,,,,,
397,60,17.3,92,47,3.81,55,,99,25,75,,,,,,,,
398,60,17.4,92,46,3.77,54,,100,25,75,,,,,,,,
399,70,17.4,92,46,3.81,54,,101,25,75,,,,,,,,
400,70,17.4,92,46,3.81,54,,102,25,75,,,,,,,,
401,70,17.3,92,47,3.81,54,,103,25,75,,,,,,,,
402,70,17.4,92,47,3.77,54,,104,25,75,,,,,,,,
403,70,17.4,92,46,3.81,54,,105,25,75,,,,,,,,
404,70,17.4,92,46,3.77,54,,106,25,75,,,,,,,,
405,70,17.4,92,46,3.77,54,,107,25,75,,,,,,,,
406,70,17.4,92,46,3.77,54,,108,25,75,,,,,,,,
407,70,17.4,92,46,3.77,54,,109,25,75,,,,,,,,
408,70,17.4,92,46,3.77,54,,110,25,75,,,,,,,,
409,70,17.4,92,46,3.77,54,,111,25,75,,,,,,,,
410,70,17.4,92,46,3.81,54,,112,25,75,,,,,,,,
411,70,17.4,92,46,3.81,53,,113,25,75,,,,,,,,
412,70,17.4,92,46,3.81,53,,114,25,75,,,,,,,,
413,70,17.4,92,46,3.77,53,,115,25,75,,,,,,,,
414,70,17.4,92,46,3.81,53,,116,25,75,,,,,,,,
415,70,17.4,92,46,3.77,53,,117,25,75,,,,,,,,
416,70,17.4,92,46,3.77,53,,118,25,75,,,,,,,,
417,70,17.4,92,46,3.81,53,,119,25,75,,,,,,,,
418,70,17.4,92,46,3.77,53,,120,25,75,,,,,,,,
419,80,17.4,92,46,3.77,53,,121,25,75,,,,,,,,
420,80,17.4,92,45,3.77,53,,122,25,75,,,,,,,,
421,80,17.4,92,46,3.77,53,,123,25,75,,,,,,,,
422,80,17.4,92,46,3.77,53,,124,25,75,,,,,,,,
423,80,17.4,92,45,3.77,53,,125,25,75,,,,,,,,
424,80,17.4,92,46,3.81,53,,126,25,75,,,,,,,,
425,80,17.4,92,47,3.77,52,,127,25,75,,,,,,,,
426,80,17.3,92,45,3.74,52,,128,25,75,,,,,,,,
427,80,17.2,92,45,3.74,52,,129,25,75,,,,,,,,
428,80,17.3,92,44,3.74,52,,130,25,75,,,,,,,,
429,80,17.3,92,44,3.77,54,,131,25,75,,,,,,,,
430,80,17.4,92,44,3.77,53,,132,25,75,,,,,,,,
431,80,17.4,92,44,3.81,53,,133,25,75,,,,,,,,
432,80,17.4,92,44,3.84,53,,134,25,75,,,,,,,,
433,80,17.3,92,44,3.84,53,,135,25,75,,,,,,,,
434,80,17.3,92,43,3.84,51,,136,25,75,,,,,,,,
435,80,17.2,92,43,3.88,52,,137,25,75,,,,,,,,
436,80,17.2,92,43,3.88,52,,138,25,75,,,,,,,,
437,80,17.2,92,44,3.88,52,,139,25,75,,,,,,,,
438,80,17.2,92,44,3.91,52,,140,25,75,,,,,,,,
439,90,17.3,92,44,3.91,52,,141,25,75,,,,,,,,
440,90,17.3,92,44,3.95,52,,142,25,75,,,,,,,,
441,90,17.3,92,44,3.95,52,,143,25,75,,,,,,,,
442,90,17.3,92,43,3.98,51,,144,25,75,,,,,,,,
443,90,17.5,92,43,3.98,51,,145,25,75,,,,,,,,
444,90,17.4,92,43,3.98,51,,146,25,75,,,,,,,,
445,90,17.4,92,45,4.02,53,,147,25,75,,,,,,,,
446,90,17.5,92,46,4.12,55,,148,25,75,,,,,,,,
447,90,17.6,92,47,4.19,55,,149,25,75,,,,,,,,
448,90,17.7,92,47,4.29,56,,150,25,75,,,,,,,,
449,90,17.7,92,48,4.36,56,,151,25,75,,,,,,,,
450,90,17.8,92,48,4.39,56,,152,25,75,,,,,,,,
451,90,17.9,92,48,4.43,56,,153,25,75,,,,,,,,
452,90,18,93,48,4.46,56,,154,25,75,,,,,,,,
453,90,18.1,93,48,4.49,56,,155,25,75,,,,,,,,
454,90,18.2,93,48,4.53,56,,156,25,75,,,,,,,,
455,90,18.3,93,49,4.59,56,,157,25,75,,,,,,,,
456,90,18.4,93,48,4.59,56,,158,25,75,,,,,,,,
457,90,18.4,93,49,4.63,56,,159,25,75,,,,,,,,
458,90,18.5,93,49,4.72,57,,160,25,75,,,,,,,,
459,100,18.6,93,50,4.76,56,,161,25,75,,,,,,,,
460,100,18.7,93,53,4.76,56,,162,25,75,,,,,,,,
461,100,18.8,93,51,4.76,56,,163,25,75,,,,,,,,
462,100,18.9,93,50,4.69,55,,164,25,75,,,,,,,,
